"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"620","harmonized","ssp3","rcp45","noresm",2050,-521240.201238937,-27604050.3144747,-15355409.7890936,-1988269.70741531,-94224.7979050026,-7898732.94888195
"621","harmonized","ssp3","rcp45","noresm",2055,-610157.494885541,-29761271.3041506,-16796204.0190589,-2160902.48144027,-82264.1393582435,-8398842.15271465
"622","harmonized","ssp3","rcp45","noresm",2060,-705997.110249252,-32077843.4555424,-18285490.3197877,-2356923.79319056,-68931.4631923631,-8940798.92623739
"623","harmonized","ssp3","rcp45","noresm",2065,-797362.352296241,-34142889.2926466,-19632406.6219331,-2554369.25654917,-58719.9327029027,-9404367.78903456
"624","harmonized","ssp3","rcp45","noresm",2070,-874306.698330983,-36601559.0870988,-20669285.8069918,-2718986.94230012,-56337.0020088116,-9761503.11427805
"625","harmonized","ssp3","rcp45","noresm",2075,-963521.277965318,-39595976.1475489,-22313868.4988391,-2861035.28943446,-57974.9022399974,-9978523.55525804
"626","harmonized","ssp3","rcp45","noresm",2080,-1075999.78693081,-42468018.0278442,-23694669.3261372,-2985675.99767946,-50085.6894729283,-10574206.3119045
"627","harmonized","ssp3","rcp45","noresm",2085,-1179247.86149843,-45196234.5845205,-25242183.8263852,-3188015.43588106,-43812.8855463438,-11194846.5711393
"628","harmonized","ssp3","rcp45","noresm",2090,-1301864.52887701,-47953434.2566912,-27273850.2193615,-3421629.44611998,-37899.8014286059,-11879201.2786523
"629","harmonized","ssp3","rcp45","noresm",2095,-1442689.5436914,-50673440.9796947,-29224127.2586318,-3683666.16462129,-31897.6162810525,-12611364.1043064
"630","harmonized","ssp3","rcp45","noresm",2100,-1591334.46153563,-53521434.2114503,-31461441.9569415,-3992031.46444467,-28369.5474113696,-13429134.0282984
"631","harmonized","ssp3","rcp60","gfdl",2015,-135469.672724149,-9829132.68036993,-7472049.05999476,-805935.071683134,-238476.573679128,-4223316.35531123
"632","harmonized","ssp3","rcp60","gfdl",2020,-153992.008765721,-12548910.4891275,-8349880.16761813,-1003252.79553762,-179833.744127369,-4744586.88987555
"633","harmonized","ssp3","rcp60","gfdl",2025,-208246.740397221,-14925952.7504934,-9442347.38568105,-1165501.69749129,-143211.938339264,-5154870.78508241
"634","harmonized","ssp3","rcp60","gfdl",2030,-235789.420793407,-17265598.7321962,-10627113.9155763,-1338729.00673089,-125758.577399305,-5553186.99557176
"635","harmonized","ssp3","rcp60","gfdl",2035,-300049.221943939,-19641174.192389,-11963857.867902,-1534677.48423345,-101868.288755992,-5998786.4548607
"636","harmonized","ssp3","rcp60","gfdl",2040,-363943.737748592,-22296826.7636317,-12978081.9849505,-1662867.88362279,-84773.7329987999,-6665989.28511755
"637","harmonized","ssp3","rcp60","gfdl",2045,-427753.06661121,-24284836.9513896,-13970130.770722,-1851295.46513051,-71745.1021449263,-7203564.71375812
"638","harmonized","ssp3","rcp60","gfdl",2050,-482497.231133615,-26260424.8138119,-15012422.0310249,-2001297.20353809,-65679.4928408192,-7668059.6107857
"639","harmonized","ssp3","rcp60","gfdl",2055,-584232.389963216,-28292801.7616368,-16068478.0327692,-2213696.54010683,-56308.8984188204,-8249952.86536279
"640","harmonized","ssp3","rcp60","gfdl",2060,-684518.02031027,-30448778.9164982,-17529183.4136425,-2429010.95987017,-51486.9508949928,-8825128.86110513
"641","harmonized","ssp3","rcp60","gfdl",2065,-790108.291967919,-32184152.7022427,-18749074.7595909,-2693178.56504667,-50652.6456559113,-9488689.44719016
"642","harmonized","ssp3","rcp60","gfdl",2070,-910884.111874657,-34312452.4204267,-20121116.5839317,-2941189.20096305,-45472.4177267237,-10154140.3498001
"643","harmonized","ssp3","rcp60","gfdl",2075,-1013461.6999822,-36991859.7176627,-21365167.1199399,-3200846.89007455,-42282.8358085949,-10773527.8656958
"644","harmonized","ssp3","rcp60","gfdl",2080,-1154520.18893895,-39735626.0223545,-22947007.873143,-3453690.35594471,-39535.5195324772,-11400210.285587
"645","harmonized","ssp3","rcp60","gfdl",2085,-1269984.30139377,-42380542.3947731,-24255107.9031478,-3596606.12152186,-35539.9141812631,-12154766.6922471
"646","harmonized","ssp3","rcp60","gfdl",2090,-1403350.94540116,-44818625.358641,-25972141.7863365,-3888364.95367634,-30756.2520525295,-12873476.6642029
"647","harmonized","ssp3","rcp60","gfdl",2095,-1529670.97066871,-47981433.4508411,-27573125.0244847,-4102669.14068767,-29488.3892958288,-13616480.0527799
"648","harmonized","ssp3","rcp60","gfdl",2100,-1669068.23266691,-51042407.5665587,-29571834.0311339,-4326943.66345602,-27601.3598637054,-14513389.6868855
"649","harmonized","ssp3","rcp60","hadgem",2015,-137380.388785301,-9997652.42075778,-7304861.0478991,-798370.234489935,-161378.887434908,-4387357.35485211
"650","harmonized","ssp3","rcp60","hadgem",2020,-166974.665484287,-12493704.9745181,-8343956.95878389,-966807.844066839,-184342.515015367,-5000229.18125194
"651","harmonized","ssp3","rcp60","hadgem",2025,-202261.302567494,-14275130.7944531,-9307490.36982761,-1217218.15931458,-181209.813933505,-5527757.98583799
"652","harmonized","ssp3","rcp60","hadgem",2030,-250059.909810911,-15825922.5227579,-10413869.0744355,-1403753.85671743,-164001.633765192,-6077606.15533719
"653","harmonized","ssp3","rcp60","hadgem",2035,-320809.467033545,-18445611.9976181,-11783524.4067291,-1579597.12227796,-135959.665003084,-6798039.26850923
"654","harmonized","ssp3","rcp60","hadgem",2040,-391574.892443412,-20504657.4827881,-12947665.2244141,-1775010.20401324,-108466.362892961,-7317549.60312624
"655","harmonized","ssp3","rcp60","hadgem",2045,-461165.898606456,-22863511.911649,-14057148.2770793,-1946593.77074785,-100120.248287516,-7759252.72093675
"656","harmonized","ssp3","rcp60","hadgem",2050,-528768.924278084,-25052778.7396067,-15210840.4226974,-2088739.49137597,-95297.1208665953,-8256497.76394247
"657","harmonized","ssp3","rcp60","hadgem",2055,-625280.710399728,-27312124.7535067,-16424275.5279142,-2207703.76578239,-83933.7517180165,-8891462.43110353
"658","harmonized","ssp3","rcp60","hadgem",2060,-734885.466444524,-30123456.9314752,-17764772.9086492,-2475749.88689829,-61331.3599873667,-9546860.94473464
"659","harmonized","ssp3","rcp60","hadgem",2065,-840408.160803523,-32332225.0660094,-19337257.9706641,-2640663.0718695,-53729.3707505605,-10124790.0094422
"660","harmonized","ssp3","rcp60","hadgem",2070,-971750.917920745,-34359362.122829,-20622948.7502292,-2977709.68395076,-48423.9099235936,-10934412.5582449
"661","harmonized","ssp3","rcp60","hadgem",2075,-1124951.72823692,-37610230.6275971,-22085531.9844767,-3232034.40215791,-46954.6306071154,-11738617.5272475
"662","harmonized","ssp3","rcp60","hadgem",2080,-1253565.21689832,-40458997.161419,-23481913.9815531,-3504279.0137358,-43975.879087974,-12534310.5690544
"663","harmonized","ssp3","rcp60","hadgem",2085,-1406131.75588497,-41938859.7605488,-25196793.4998134,-3721375.65926598,-38401.4982154894,-13132879.6121931
"664","harmonized","ssp3","rcp60","hadgem",2090,-1550695.61492379,-44913457.9295131,-26962397.2806361,-3962019.78091016,-33531.3161844064,-14096866.4854332
"665","harmonized","ssp3","rcp60","hadgem",2095,-1717710.94953646,-48107541.5906778,-28707886.4479651,-4247806.36287879,-28960.8715967365,-15150515.8402952
"666","harmonized","ssp3","rcp60","hadgem",2100,-1873407.83897064,-50131985.5158942,-30808808.5289723,-4549224.24992633,-26226.7484894058,-15919320.3328761
"667","harmonized","ssp3","rcp60","ipsl",2015,-142817.931353583,-10238905.4219281,-7466417.15015962,-756201.903142971,-225898.943242813,-4229581.93688065
"668","harmonized","ssp3","rcp60","ipsl",2020,-184473.979509795,-12740932.7017242,-8328918.60089315,-965522.754650154,-224394.427133659,-4690563.66440907
"669","harmonized","ssp3","rcp60","ipsl",2025,-228689.098608052,-15167181.4241648,-9391585.83731665,-1138257.70230423,-203464.081999669,-5211704.63995284
"670","harmonized","ssp3","rcp60","ipsl",2030,-272162.51953246,-17534486.3737203,-10369693.8125735,-1350694.61826618,-184021.832379088,-5719805.87468308
"671","harmonized","ssp3","rcp60","ipsl",2035,-348824.882743355,-19933142.9123257,-11793274.3226659,-1540378.11516854,-162927.489840462,-6292453.45283011
"672","harmonized","ssp3","rcp60","ipsl",2040,-426538.085676907,-22374179.3764649,-13097647.1846095,-1743135.81650917,-136268.800951501,-6889134.43121792
"673","harmonized","ssp3","rcp60","ipsl",2045,-502896.875169327,-24403682.3597382,-14192660.8065154,-1941433.14673714,-119911.547631682,-7558109.98663324
"674","harmonized","ssp3","rcp60","ipsl",2050,-560627.658206967,-26480965.6329976,-15346154.0749844,-2093966.27197521,-110745.804337213,-8200583.55922322
"675","harmonized","ssp3","rcp60","ipsl",2055,-645028.801330703,-28665436.851751,-16491879.5836022,-2295459.48033792,-95430.6459982299,-8989620.9897539
"676","harmonized","ssp3","rcp60","ipsl",2060,-735607.633973157,-31083627.4500092,-17918126.2005647,-2479673.18779445,-76260.6258974713,-9491332.79129709
"677","harmonized","ssp3","rcp60","ipsl",2065,-843749.36523398,-33262385.1857446,-19449346.4546314,-2735942.27263993,-68803.5266340771,-10145931.7233002
"678","harmonized","ssp3","rcp60","ipsl",2070,-944654.287571051,-35760400.8557812,-20990111.4432628,-2982479.40543637,-63150.607875305,-10828499.1744124
"679","harmonized","ssp3","rcp60","ipsl",2075,-1065051.91308632,-37992198.9465496,-22482259.1899467,-3196642.5115081,-61946.4232322768,-11487466.8595951
"680","harmonized","ssp3","rcp60","ipsl",2080,-1189774.06939603,-40510368.9855135,-24513052.9271314,-3308227.52693057,-55971.1654977075,-12293610.4457056
"681","harmonized","ssp3","rcp60","ipsl",2085,-1330452.81815727,-43483873.3591776,-26025522.0349662,-3568274.54124044,-49342.596325622,-12928188.1778155
"682","harmonized","ssp3","rcp60","ipsl",2090,-1491166.71440507,-46208326.0216501,-27974344.2707485,-3773915.27738734,-47506.4414991763,-13750324.7272323
"683","harmonized","ssp3","rcp60","ipsl",2095,-1619987.8193391,-48957631.1407337,-29851827.923346,-4026998.0545316,-39240.9523467864,-14650193.3962358
"684","harmonized","ssp3","rcp60","ipsl",2100,-1755240.90222751,-51527524.2973615,-31868406.8147809,-4217685.24428871,-33620.0090586865,-15381967.4387573
"685","harmonized","ssp3","rcp60","miroc",2015,-119436.937710955,-9793255.45537177,-7480790.82066735,-784775.898296523,-246020.974291784,-4460232.41808982
"686","harmonized","ssp3","rcp60","miroc",2020,-166703.211907955,-12227240.5763178,-8470945.77120868,-980821.647499293,-205562.580393457,-4948277.14445209
"687","harmonized","ssp3","rcp60","miroc",2025,-212317.508672518,-14561179.1796779,-9506045.41312086,-1168652.84965516,-174842.700827224,-5342408.35148487
"688","harmonized","ssp3","rcp60","miroc",2030,-263593.583305092,-16859166.9698076,-10905980.9598269,-1370900.17839852,-149468.557327014,-5805764.79661102
"689","harmonized","ssp3","rcp60","miroc",2035,-336772.631624206,-19516536.8647568,-11777105.8635465,-1590083.47390192,-135386.751188431,-6311198.4944974
"690","harmonized","ssp3","rcp60","miroc",2040,-394179.653168203,-22189226.2857319,-12926473.5207513,-1774092.90988743,-122631.21619477,-6833466.35606116
"691","harmonized","ssp3","rcp60","miroc",2045,-464300.487065985,-24968440.6154854,-14185341.9534594,-1944402.66163913,-96068.1203973715,-7425126.60520078
"692","harmonized","ssp3","rcp60","miroc",2050,-545894.94442972,-27480661.4437679,-15430058.9796055,-2100339.03880347,-91284.8500006733,-7956312.52815551
"693","harmonized","ssp3","rcp60","miroc",2055,-629959.870597599,-30182095.8184266,-16440986.9740647,-2257433.24947966,-76351.0114840813,-8754768.67075414
"694","harmonized","ssp3","rcp60","miroc",2060,-724014.656061971,-32775240.2556341,-17596531.1364446,-2463967.0912107,-63117.0916453129,-9374678.30135597
"695","harmonized","ssp3","rcp60","miroc",2065,-822559.576486894,-35603176.254683,-19282069.5216643,-2678345.77276467,-55905.7899511312,-10030035.9122352
"696","harmonized","ssp3","rcp60","miroc",2070,-935485.091846077,-37997196.4748165,-20657615.7181763,-2906119.86045595,-51653.5036148379,-10751288.7655925
"697","harmonized","ssp3","rcp60","miroc",2075,-1067861.79977037,-41024704.4561419,-22072310.5707545,-3079680.72595507,-52663.1748037474,-11477016.3476131
"698","harmonized","ssp3","rcp60","miroc",2080,-1189041.33669474,-44016658.6255999,-23849427.3914545,-3249254.45624772,-51279.2088391526,-11974684.8970842
"699","harmonized","ssp3","rcp60","miroc",2085,-1326665.37384401,-46891342.5916039,-25805594.5499601,-3484022.66023495,-46592.9885970442,-12617837.6764015
"700","harmonized","ssp3","rcp60","miroc",2090,-1488723.97245813,-50245711.2579454,-27723847.3837811,-3777978.59353264,-43317.3117060728,-13406234.1488965
"701","harmonized","ssp3","rcp60","miroc",2095,-1657730.6556789,-53204634.8929537,-29656203.0948219,-3996855.07725894,-41239.8671464555,-14267008.1225855
"702","harmonized","ssp3","rcp60","miroc",2100,-1805452.10888311,-56644993.8227367,-31475047.0163501,-4175595.85456556,-37510.8896538024,-15258948.5454809
"703","harmonized","ssp3","rcp60","noresm",2015,-130453.633732541,-9745184.03068016,-7481496.4441418,-762066.830460582,-239460.282097652,-4317700.62528955
"704","harmonized","ssp3","rcp60","noresm",2020,-154828.385768179,-12331789.2035816,-8579448.29352036,-896853.931253913,-205900.50335704,-4838487.42412094
"705","harmonized","ssp3","rcp60","noresm",2025,-197280.74744277,-14598089.9747293,-9577114.70592239,-1060019.85543282,-181958.843591883,-5379055.30504682
"706","harmonized","ssp3","rcp60","noresm",2030,-245933.400634462,-16809034.2604242,-10480007.854566,-1236786.99203309,-135752.003287254,-5925443.1915539
"707","harmonized","ssp3","rcp60","noresm",2035,-306095.239439886,-19083398.2972845,-11838095.2239809,-1436449.24527187,-112261.914259736,-6570696.34784051
"708","harmonized","ssp3","rcp60","noresm",2040,-372030.198403835,-21507207.0504951,-13237431.5305519,-1636526.21861211,-91717.2062236988,-7155325.83406822
"709","harmonized","ssp3","rcp60","noresm",2045,-430886.853420669,-23906634.4955739,-14117642.8452288,-1803796.71625961,-78431.8509122814,-7589183.02170209
"710","harmonized","ssp3","rcp60","noresm",2050,-510931.845593665,-26095619.6315892,-15244123.466079,-1988094.64060293,-62369.7724701513,-8167053.23999695
"711","harmonized","ssp3","rcp60","noresm",2055,-603985.04995028,-28280774.0022865,-16422776.6031022,-2168882.94854998,-58525.9715012016,-8771388.74604379
"712","harmonized","ssp3","rcp60","noresm",2060,-707119.020688768,-30140023.52643,-17733677.3613239,-2346451.47166088,-56598.8535635693,-9329278.08248814
"713","harmonized","ssp3","rcp60","noresm",2065,-811162.092613049,-32092187.5716974,-18911102.1720292,-2610770.55366831,-52851.0455798936,-9836480.64979231
"714","harmonized","ssp3","rcp60","noresm",2070,-922690.373313752,-34294629.3077805,-20308510.7891147,-2845540.30107804,-48818.0698292185,-10395655.4263807
"715","harmonized","ssp3","rcp60","noresm",2075,-1043687.85453845,-36685325.08036,-21736913.7468771,-3051993.51322394,-47012.0637194842,-11102058.0009618
"716","harmonized","ssp3","rcp60","noresm",2080,-1154291.81698352,-39163932.1766714,-23031734.2164137,-3264293.01481042,-44961.5770463046,-11678160.0481119
"717","harmonized","ssp3","rcp60","noresm",2085,-1286706.85821825,-42052538.8600117,-24558826.5423796,-3504623.77577861,-38709.7036081237,-12285810.1668289
"718","harmonized","ssp3","rcp60","noresm",2090,-1431027.90667321,-45135368.7101044,-26521584.6845714,-3761577.34227861,-34923.0025753505,-12989373.997328
"719","harmonized","ssp3","rcp60","noresm",2095,-1565141.69447338,-48666438.227182,-28180993.2646429,-3926916.05620972,-31654.0198616874,-13915114.8681887
"720","harmonized","ssp3","rcp60","noresm",2100,-1703914.67571294,-52072467.1036771,-29828153.738742,-4166993.49321035,-28990.1416610639,-14918805.8262336
"721","harmonized","ssp4","rcp26","gfdl",2015,-184545.466641512,-14894691.9097888,-8961155.81069398,-1139804.75790738,-224035.771018462,-5133261.53535798
"722","harmonized","ssp4","rcp26","gfdl",2020,-225041.850447936,-19325106.8502881,-10655819.8200415,-1502222.42877138,-252462.694691222,-5636387.18578762
"723","harmonized","ssp4","rcp26","gfdl",2025,-321042.211618252,-24409864.9947731,-11926099.7791037,-1912237.86660277,-278568.911855638,-6299209.80851804
"724","harmonized","ssp4","rcp26","gfdl",2030,-436947.623357045,-28935990.2167029,-13258865.4121064,-2317918.34095604,-244314.379294978,-6743563.10879024
"725","harmonized","ssp4","rcp26","gfdl",2035,-538176.462189075,-33076835.1346386,-14367505.7984227,-2684842.81503916,-221328.652933512,-7541997.00439348
"726","harmonized","ssp4","rcp26","gfdl",2040,-642330.112712877,-37476679.6080756,-15555416.9411049,-3052596.20657129,-176087.031686527,-8193081.54729234
"727","harmonized","ssp4","rcp26","gfdl",2045,-738153.101887343,-40689745.1098738,-16370333.1220602,-3274344.13785456,-156209.552108029,-8782568.428782
"728","harmonized","ssp4","rcp26","gfdl",2050,-799252.091977902,-42532788.5224378,-16800189.1260112,-3349203.91924174,-131761.285871661,-9339504.49912925
"729","harmonized","ssp4","rcp26","gfdl",2055,-840892.650776333,-45585118.5960652,-17544108.6693652,-3492505.07280221,-125319.545241575,-9683697.09313221
"730","harmonized","ssp4","rcp26","gfdl",2060,-866758.449387128,-48515624.5081315,-17918237.9174655,-3595001.34654385,-116097.425154091,-9959303.20055707
"731","harmonized","ssp4","rcp26","gfdl",2065,-916831.279752073,-51362844.228627,-18795030.1207055,-3732206.56070738,-108011.118016055,-10499443.341402
